longitude,latitude,start_date,end_date,label,id,index
-55.0468249234978,-11.874120392307,2003-11-01,2004-07-11,Single_cropping,308,20
-55.0468249234978,-11.874120392307,2004-11-16,2005-07-12,Pasture,309,20
-55.0468249234978,-11.874120392307,2005-09-14,2006-06-26,Pasture,310,20
-55.0468249234978,-11.874120392307,2006-10-16,2007-06-26,Pasture,311,20
-55.0468249234978,-11.874120392307,2007-10-16,2008-07-11,Double_cropping,312,20
-55.0468249234978,-11.874120392307,2008-08-28,2009-08-13,Double_cropping,313,20
-55.0468249234978,-11.874120392307,2009-09-30,2010-08-29,Double_cropping,314,20
-55.0468249234978,-11.874120392307,2010-09-30,2011-07-28,Double_cropping,315,20
-55.0468249234978,-11.874120392307,2011-09-14,2012-07-27,Double_cropping,316,20
-55.0468249234978,-11.874120392307,2012-09-29,2013-07-28,Double_cropping,317,20
-55.0468249234978,-11.874120392307,2013-09-30,2014-08-29,Double_cropping,318,20
-55.0468249234978,-11.874120392307,2014-09-14,2015-07-12,Double_cropping,319,20
-55.0468249234978,-11.874120392307,2015-08-29,2016-08-12,Double_cropping,320,20
-55.0484867528227,-11.8928703923053,2000-09-29,2001-08-13,Forest,321,21
-55.0484867528227,-11.8928703923053,2001-09-30,2002-07-28,Forest,322,21
-55.0484867528227,-11.8928703923053,2002-09-14,2003-07-28,Forest,323,21
-55.0484867528227,-11.8928703923053,2003-11-17,2004-07-11,Forest,324,21
-55.0484867528227,-11.8928703923053,2004-08-12,2005-05-25,Forest,325,21
-55.0484867528227,-11.8928703923053,2005-09-14,2006-06-26,Pasture,326,21
-55.0484867528227,-11.8928703923053,2006-11-01,2007-07-12,Single_cropping,327,21
-55.0484867528227,-11.8928703923053,2007-10-16,2008-06-25,Single_cropping,328,21
-55.0484867528227,-11.8928703923053,2008-11-16,2009-08-13,Double_cropping,329,21
-55.0484867528227,-11.8928703923053,2009-09-30,2010-06-26,Pasture,330,21
-55.0484867528227,-11.8928703923053,2010-08-13,2011-07-12,Double_cropping,331,21
